"#","ИД установе","Власништво","Округ","Општина","Назив установе","Подручје рада","Образовни профил","Трајање образовања","Језик наставе","Број одељења - први разред","Број комбинованих одељења - први разред","Број специјалних одељења - први разред","Број ученика - први разред","Број девојчица - први разред","Број ИОП-а 1 - први разред","Број ИОП-а 2 - први разред","Број ИОП-а 3 - први разред","Број одељења - други разред","Број комбинованих одељења - други разред","Број специјалних одељења - други разред","Број ученика - други разред","Број девојчица - други разред","Број ИОП-а 1 - други разред","Број ИОП-а 2 - други разред","Број ИОП-а 3 - други разред","Број одељења - трећи разред","Број комбинованих одељења - трећи разред","Број специјалних одељења - трећи разред","Број ученика - трећи разред","Број девојчица - трећи разред","Број ИОП-а 1 - трећи разред","Број ИОП-а 2 - трећи разред","Број ИОП-а 3 - трећи разред","Број одељења - четврти разред","Број комбинованих одељења - четврти разред","Број специјалних одељења - четврти разред","Број ученика - четврти разред","Број девојчица - четврти разред","Број ИОП-а 1 - четврти разред","Број ИОП-а 2 - четврти разред","Број ИОП-а 3 - четврти разред"
"2554.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Машинство и обрада метала","Техничар за компјутерско управљање","4","Босански језик","1","0","0","28","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2555.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Машинство и обрада метала","Машински техничар за компјутерско конструисање","4","Босански језик","0","0","0","0","0","0","0","0","1","0","0","30","12","0","0","0","1","0","0","14","5","0","0","0","0","0","0","0","0","0","0","0"
"2556.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Машинство и обрада метала","Аутомеханичар","3","Босански језик","1","0","0","26","0","0","0","0","1","0","0","25","0","0","0","0","1","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0"
"2557.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Електротехника","Електроинсталатер","3","Босански језик","1","0","0","15","0","0","0","0","1","1","0","14","0","0","0","0","1","1","0","10","0","0","0","0","0","0","0","0","0","0","0","0"
"2558.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Електротехника","Електромеханичар за термичке и расхладне уређаје","3","Босански језик","0","0","0","0","0","0","0","0","1","1","0","9","0","0","0","0","1","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0"
"2559.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Саобраћај","Техничар друмског саобраћаја","4","Босански језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","25","9","0","0","0","0","0","0","0","0","0","0","0"
"2560.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Машинство и обрада метала","Машински техничар моторних возила","4","Босански језик","1","0","0","26","1","0","0","0","1","0","0","28","1","0","0","0","1","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0"
"2561.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Шумарство и обрада дрвета","Тапетар - декоратер","3","Босански језик","0","0","0","0","0","0","0","0","1","1","0","8","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2562.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Текстилство и кожарство","Модни кројач","3","Босански језик","1","0","0","15","6","0","0","0","1","1","0","3","3","0","0","0","1","0","0","16","5","2","0","0","0","0","0","0","0","0","0","0"
"2563.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Текстилство и кожарство","Моделар одеће - образовни профил изашао из огледа","4","Босански језик","0","0","0","0","0","0","0","0","1","0","0","15","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2564.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Саобраћај","Техничар друмског саобраћаја (Нови ППНУ од 2018/19.)","4","Босански језик","1","0","0","30","9","0","0","0","1","0","0","30","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2565.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Машинство и обрада метала","Машински техничар за компјутерско конструисање","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","10","2","0","0","0","2","0","0","43","18","1","0","0"
"2566.","1663","Државно","Рашки управни округ","Тутин","Техничка школа","Саобраћај","Техничар друмског саобраћаја","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","26","12","0","0","0"
